(72,61) 
(56,77) 
(24,90) 

(49,8) 
(52,61) 
(4,85) 
(27,82) 
(54,97) 
(41,97) 
(12,38) 
(23,52) 
(42,11) 
(23,78) 
(99,27) 

(86,47) 
(66,89) 
(38,92) 
(85,85) 
(22,13) 

(47,92) 
(44,26) 
(74,6) 
(100,88) 






(23,16) 



(71,63) 
(71,96) 
(17,18) 
(3,4) 
(89,43) 

(30,47) 
(74,92) 
(45,25) 
(45,39) 

(74,64) 
(64,62) 


(80,50) 
(16,83) 
(35,33) 
(77,18) 

(46,69) 


(59,54) 
(96,60) 
(33,18) 

(11,96) 

(3,31) 

(59,23) 
(91,3) 
(77,5) 

(13,22) 


(68,66) 
(35,94) 
(5,84) 

(18,74) 
(76,25) 
(79,61) 
(90,90) 


(37,96) 

(84,79) 

(35,93) 
(19,16) 
(50,2) 
(91,82) 
(74,72) 

(74,47) 
(90,77) 
(63,37) 
(69,84) 
(30,4) 
(7,44) 

(99,5) 
(10,32) 
(47,70) 
(82,71) 
(79,88) 
(35,84) 
(46,64) 

(64,21) 

(55,92) 
(31,23) 
(21,74) 

(8,57) 
(43,15) 

(47,47) 

(32,22) 
(40,29) 

(68,98) 
(70,19) 
(79,72) 
(23,59) 
(24,14) 
(85,55) 

(80,80) 
(7,73) 
(24,72) 
(52,5) 
(32,44) 
(60,55) 
(46,32) 
(80,65) 
(70,94) 
(9,9) 
(85,47) 
(42,4) 
(2,35) 
(79,24) 
(51,24) 
(1,49) 

(85,72) 
(37,76) 


(55,55) 
(45,21) 
(47,71) 
(60,23) 
(47,71) 
(72,85) 
(96,82) 

(2,19) 
(49,72) 

(27,10) 
(85,55) 
(87,47) 
(26,31) 
(76,10) 




(47,19) 


(40,1) 

(15,92) 
(12,3) 
(81,15) 
(4,34) 
(60,31) 
(4,32) 
(26,35) 
(0,95) 
(28,57) 
(90,12) 


(78,81) 

(27,28) 

(91,28) 
(54,76) 

(99,86) 



(81,19) 
(69,98) 
(51,79) 
(99,27) 
(8,43) 
(34,35) 
(94,62) 


(61,66) 
(29,24) 
(82,14) 



(16,89) 
(80,61) 
(76,35) 
(85,19) 

(48,79) 
(61,96) 
(79,77) 
(61,50) 
(45,18) 
(84,5) 
(80,52) 
(60,60) 
(1,33) 
(92,55) 
(96,91) 
(81,50) 

(27,35) 
(91,44) 

(5,62) 
(1,99) 

(73,38) 
(21,39) 

(25,76) 
(64,49) 
(34,60) 
(42,56) 
(44,4) 
(0,52) 
(21,83) 



(45,59) 
(37,42) 



(96,87) 

(40,27) 
(46,50) 
(54,28) 
(67,10) 

(51,5) 
(88,26) 
(40,85) 
(24,55) 
(36,93) 



(74,66) 


(55,35) 

(53,82) 
(80,31) 
(82,21) 

(19,22) 

(87,32) 
(84,94) 
(26,40) 
(11,77) 
(69,25) 

(69,56) 

(48,7) 
(16,36) 
(63,29) 
(88,36) 


(41,41) 

(83,77) 
(46,4) 
(97,97) 
(54,23) 
(62,99) 
(96,36) 
(37,90) 
(3,11) 
(70,80) 
(17,99) 
(9,23) 
(52,64) 
(50,43) 
(1,62) 
(2,51) 
(63,40) 
(0,71) 
(76,1) 
(82,15) 
(88,5) 
(67,18) 
(51,52) 

(48,51) 
(94,12) 
(18,20) 
(3,74) 
(17,8) 

(88,31) 
(87,80) 
(79,19) 
(39,28) 

(6,0) 
(27,23) 
(12,29) 



(69,96) 
(96,76) 
(22,45) 

(64,66) 
(64,89) 
(89,77) 
(10,44) 
(72,9) 


(26,5) 
(26,75) 
(73,65) 
(59,57) 
(71,62) 
(69,70) 

(96,79) 
(40,12) 
(77,20) 
(8,16) 
(49,22) 
(99,70) 
(40,1) 
(21,3) 
(32,34) 
(15,80) 
(93,33) 
(76,60) 
(49,73) 
(61,7) 
(82,65) 
(18,39) 
(44,53) 
(98,92) 





(77,55) 
(44,9) 
(46,2) 
(11,16) 
(0,60) 

(81,75) 
(89,45) 

(20,34) 
(5,56) 
(57,75) 


(87,63) 
(71,37) 

(66,49) 
(55,65) 
(81,70) 
(44,20) 
(40,85) 
(36,72) 

(12,81) 
(24,13) 
(46,34) 
(45,44) 
(43,83) 
(43,29) 

(42,14) 

(70,37) 
(36,66) 
(45,81) 
(75,51) 
(47,21) 
(98,62) 
(38,59) 




(84,6) 


(2,29) 
(87,35) 

(38,34) 
(80,66) 

(29,48) 


(15,16) 
(0,41) 
(48,28) 
(21,88) 
(54,11) 
(13,11) 
(62,77) 
(43,38) 
(98,37) 
(84,69) 
(20,26) 
(1,42) 
(58,75) 
(47,2) 
(44,92) 
(70,78) 
(42,53) 



(17,41) 
(69,9) 




(92,41) 
(58,90) 
(77,39) 
(25,74) 
(58,17) 
(19,2) 
(2,4) 
(34,51) 
(23,38) 
(14,49) 
(20,30) 
(9,97) 
(91,75) 
(20,73) 
(12,34) 

(48,98) 
(60,92) 
(75,11) 
(5,68) 
(25,16) 
(71,30) 

(43,84) 
(51,66) 

(83,1) 

(77,65) 
(68,0) 
(75,91) 
(94,46) 
(86,59) 
(60,25) 
(54,3) 
(40,72) 
(37,62) 


(60,63) 
(83,69) 
(61,31) 
(5,42) 
(19,58) 
(29,29) 
(68,84) 
(99,46) 
(83,1) 


(22,85) 
(76,61) 
(60,80) 
(36,63) 
(32,83) 
(9,35) 

(50,65) 
(25,66) 

(39,15) 
(25,46) 
(13,52) 
(13,40) 
(18,25) 
(9,92) 
(39,53) 


(20,79) 
(22,64) 
(56,5) 
